id,object_name,address,chain,object_type,number
20083,DAVE BARBEQUE AND GRILL,5185 SUNSET BLVD,FALSE,Restaurant,42
20084,RINCONCITO GUATEMALTECO RESTAURANT,501 N WESTERN BLVD,TRUE,Restaurant,42
20085,EL TAPATIO FOODS INC,310 E FLORENCE AVE,TRUE,Restaurant,15
20086,LIQUID NEW THEME,8180 MELROSE AVE,FALSE,Restaurant,20
20087,MR PIZZA EXPRESS,735 E 12TH ST # 406,FALSE,Pizza,21
20088,WINCHELL'S DONUT #9381,2100 BEVERLY BLVD,FALSE,Fast Food,17
20089,JUICY FACTORY,6925 HOLLYWOOD BLVD,TRUE,Restaurant,21
20090,FAMILY MART,339 E 1ST ST,FALSE,Restaurant,8
20091,THE FOOD SHOP,147 N WESTERN AVE,TRUE,Restaurant,7
20092,TACOS EL HERMANOS,1220 E 1ST ST,FALSE,Fast Food,17
20093,TOMMY'S HAMBURGERS,2575 W BEVERLY BLVD,FALSE,Fast Food,19
20094,LIM'S ORIENTAL KITCHEN,8728 S WESTERN AVE,FALSE,Restaurant,18
20095,JIST,116 JUDGE JOHN AISO ST,FALSE,Restaurant,48
20096,CAFE TAKE 5,328 E 1ST ST,FALSE,Restaurant,17
20097,JACOB<U+2019>S MARKET,306 N LA BREA AVE,FALSE,Restaurant,6
20098,BAK KUNG KOREAN BBQ 2,233 S VERMONT AVE,FALSE,Restaurant,74
20099,MI LINDO NAYARIT SEA FOOD,1020 E FLORENCE AVE,TRUE,Restaurant,40
20100,TRUE BURGER,850 S LA BREA AVE,FALSE,Fast Food,37
20101,NERI'SBAKERY & FAST FOOD,534 S OCCIDENTAL BLVD,TRUE,Bakery,45
20102,ROMERO'S ROTISSERIE CHICKEN,611 N VIRGIL AVE,FALSE,Restaurant,39
20103,PEET'S COFFEE,355 S GRAND AVE # 3RDFL,TRUE,Cafe,25
20104,AMALIA'S RESTAURANTS,751 N VIRGIL AVE,TRUE,Restaurant,105
20105,LUCK THAI CUISINE,524 S OCCIDENTAL BLVD,FALSE,Restaurant,23
20106,FROPLAY,11551 SANTA MONICA BLVD # #1,FALSE,Restaurant,40
20107,SPUDNUTS DONUTS,3001 S FIGUEROA ST,TRUE,Fast Food,26
20108,EL DIABLO ANTOJITOS MEXICANO,4501 S ALAMEDA ST,FALSE,Restaurant,126
20109,EL DIABLO SEAFOOD,4501 S ALAMEDA ST # W11,TRUE,Restaurant,13
20110,FIGUEROA PHILLY,3850 S FIGUEROA ST,FALSE,Restaurant,12
20111,WORLD SEAFOOD,1554 W FLORENCE AVE,TRUE,Restaurant,29
20112,STARBUCKS COFFEE #5494,10955 WEYBURN AVE,TRUE,Cafe,108
20113,BRILLIANT RECIPIES INC,445 S FIGUEROA ST STE 102,FALSE,Restaurant,75
20114,CHICK-FIL-A @USC # 2650,3758 S FIGUEROA ST,TRUE,Restaurant,33
20115,ARAX BAKERY,4871 SANTA MONICA BLVD,TRUE,Bakery,6
20116,AMANECER ILOBASQUENCE & FAMI,4301 S AVALON BLVD,FALSE,Restaurant,5
20117,MANICHI RAMEN,321 1/4 E 1ST ST,FALSE,Restaurant,45
20118,DAIKOKUYA,327 E 1ST ST,FALSE,Restaurant,49
20119,MICHELLE'S  DONUT,4862 SANTA MONICA BLVD,FALSE,Fast Food,10
20120,DOMINO'S,2803 S FIGUEROA ST,FALSE,Restaurant,19
20121,TARON BAKERY,4950 HOLLYWOOD BLVD,TRUE,Bakery,8
20122,CHEECH'S PIZZA,2116 HILLHURST AVE,FALSE,Pizza,29
20123,HOLY AIOLI,8532 W PICO BLVD,FALSE,Restaurant,1
20124,MIKE'S DELI #2,238 E 1ST ST,TRUE,Restaurant,25
20125,MITSURU GRILL,316 E 1ST ST,FALSE,Restaurant,87
20126,ROBEKS JUICE,1915 N HILLHURST AVE,TRUE,Restaurant,20
20127,GELATO BAR,1936 N HILLHURST AVE,FALSE,Bar,8
20128,SAN SUI TEI,313 E 1ST ST,FALSE,Restaurant,49
20129,POLLO MASTER,2131 W 6TH ST,FALSE,Restaurant,49
20130,MOM'S DOLLAR,3822 WHITTIER BLVD,FALSE,Restaurant,16
20131,DESHI FOODS INC.,3723 W 3RD ST,TRUE,Restaurant,20
20132,WURSTKUCHE,800 E 3RD ST,FALSE,Restaurant,32
20133,SUNSET EXPRESS,5070 W SUNSET BLVD,FALSE,Fast Food,7
20134,LOVELETTER PIZZA & CHICKEN,3377 WILSHIRE BLVD 110,FALSE,Pizza,42
20135,GOLDEN BURGER,1938 W 3RD ST,FALSE,Fast Food,10
20136,PIZZA ROMANA,615 N LA BREA AVE,FALSE,Pizza,35
20137,MARISCOS GUADALAJARA RESTAURANTE,3603 S SAN PEDRO ST,TRUE,Restaurant,46
20138,RASPADOS EL CENTENARIO,3015 WABASH AVE,FALSE,Restaurant,5
20139,SEAFOOD EXPRESS,2122 BEVERLY BLVD,TRUE,Fast Food,3
20140,LENO JUICE,2700 S FIGUEROA ST #105,FALSE,Restaurant,19
20141,CELADON THAI KITCHEN,13364 W WASHINGTON BLVD,FALSE,Restaurant,45
20142,THE CUP,3782 S FIGUEROA ST,FALSE,Restaurant,8
20143,U2 KOREAN BBQ,3377 W OLYMPIC BLVD,FALSE,Restaurant,216
20144,CERVETECA DTLA,923 E 3RD ST STE 109,FALSE,Restaurant,43
20145,SIMBAL,319 E 2ND ST STE 202,FALSE,Restaurant,134
20146,DOUBLETREE COMMERCE,5757 TELEGRAPH RD,FALSE,Restaurant,107
20147,LA BODEGA BAR & GRILL,5812 S SANTA FE AVE,FALSE,Restaurant,24
20148,FLAME INTERNATIONAL,11330 SANTA MONICA BLVD # #B,FALSE,Restaurant,91
20149,JACK IN THE BOX #228,805 W MANCHESTER AVE,TRUE,Restaurant,88
20150,YOSHINOYA #1232,4000 S VERMONT AVE,TRUE,Restaurant,49
20151,SWEET TOWN,750 N HILL ST UNIT P,FALSE,Restaurant,3
20152,GIGI'S BAKERY & CAFE,2200 W TEMPLE ST,TRUE,Bakery,11
20153,HOT DOG ON A STICK #120,10800 W PICO BLVD STE #304,FALSE,Restaurant,11
20154,TRIMANA AT WATERIDGE,5035 W SLAUSON AVE,TRUE,Restaurant,5
20155,EL COMPA,4052 1/2 S CENTRAL AVE,FALSE,Restaurant,6
20156,EL MAJAHUAL RESTAURANT,1925 W TEMPLE ST #101,TRUE,Restaurant,29
20157,CARL'S JR,1001 W MLK BLVD,TRUE,Restaurant,91
20158,MCDONALD'S # 6036,4166 MELROSE AVE,TRUE,Fast Food,145
20159,LITTLE CAESAR'S #5960,1005 W MLK BLVD,TRUE,Restaurant,7
20160,GRILLED,818 WILSHIRE BLVD #B,FALSE,Restaurant,27
20161,BIBIGO,1091 BROXTON AVE,TRUE,Restaurant,100
20162,THE PIE HOLE,714 TRACTION AVE,TRUE,Restaurant,14
20163,SEA ROYAL HOUSE,3655 W 3RD ST,FALSE,Restaurant,9
20164,LUCKY DEVILS,6613 HOLLYWOOD BLVD,FALSE,Restaurant,44
20165,LITTLE CHINA RESTAURANT,3535 W CAHUENGA BLVD W STE 107,TRUE,Restaurant,20
20166,MARISCOS LOS KABOS,4168 W BEVERLY BLVD,FALSE,Restaurant,2
20167,PATINA RESTAURANT GROUP LLC,400 S HOPE ST FL 22,TRUE,Restaurant,22
20168,TAQUERIA LA QUESILLENA,3630 E CESAR CHAVEZ AVE,FALSE,Restaurant,20
20169,CAFE GIVERNY,252 S OXFORD AVE,FALSE,Restaurant,9
20170,LA VALENTINA GRILL,2717 S VERMONT AVE,FALSE,Restaurant,48
20171,WAKO DONKASU,3377 WILSHIRE BLVD STE 112,TRUE,Restaurant,36
20172,BOBA TIME,125 N WESTERN AVE STE 103,TRUE,Restaurant,11
20173,DEL REY KITCHEN,12740 CULVER BLVD #B,FALSE,Restaurant,33
20174,CACTUS MEXICAN FOOD #2,4370 BEVERLY BLVD,TRUE,Restaurant,12
20175,JUICE BAR,2080 HILLHURST AVE,TRUE,Bar,3
20176,KOREAN BBQ PLUS,404 S FIGUEROA ST STE #409,FALSE,Restaurant,13
20177,TAQUERIA LA CARRETA,1471 E VERNON AVE,FALSE,Restaurant,47
20178,PATTAYA THAI RESTAURANT,1727 N VERMONT AVE STE 103,TRUE,Restaurant,49
20179,THE SANDWICH BAR,606 S OLIVE ST STE #101,TRUE,Bar,4
20180,JOHNNY ROCKETS #1,7507 MELROSE AVE,TRUE,Restaurant,112
20181,DOMINOS PIZZA,520 W AVENUE 26 # #B,TRUE,Pizza,12
20182,QUIZNO'S SUB HOLLYWOOD,6767 W SUNSET BLVD STE 1A,TRUE,Restaurant,46
20183,AMERICAN RANCH & SEAFOOD MKT OF LA,1001 N VERMONT AVE,TRUE,Restaurant,46
20184,IT'S BOBA TIME,704 N VERMONT AVE,TRUE,Restaurant,16
20185,DAILY CHINA EXPRESS,1907 HILLHURST AVE,TRUE,Fast Food,17
20186,MARU COFFEE,1019 S SANTA FE AVE,TRUE,Cafe,16
20187,HOLLYWOOD PIZZA CAFE,6541 HOLLYWOOD BLVD STE 101,FALSE,Pizza,4
20188,PANDA CHEF'S CHINESE FAST FOOD,944 W FLORENCE AVE,TRUE,Restaurant,5
20189,LEONARD'S,1735 W MANCHESTER AVE,FALSE,Restaurant,188
20190,THE BEST BURGER,7730 S WESTERN AVE,TRUE,Fast Food,29
20191,CRUZER PIZZA & PASTA,4449 PROSPECT AVE,FALSE,Pizza,28
20192,MONTE CRISTO BANQUET HALL,1767 N VERMONT AVE,FALSE,Restaurant,172
20193,YIAN BIAN RESTAURANT,4251 W 3RD ST,TRUE,Restaurant,38
20194,BURGER PALACE 1,100 E MANCHESTER AVE,FALSE,Fast Food,5
20195,EXPRESS BURGER,10727 S CENTRAL AVE,FALSE,Fast Food,31
20196,CAFE TOUBA,2065 W 6TH ST STE 115,FALSE,Restaurant,29
20197,WENDY'S # 13,1305 N VERMONT AVE,FALSE,Restaurant,140
20198,GOLDEN BREAD BAKERY INC,7300 W SUNSET BLVD STE H,TRUE,Bakery,10
20199,LINDO RINCON DE NAYARIT,7723 S CENTRAL AVE,FALSE,Restaurant,8
20200,CHINA EXPRESS,8522 S WESTERN AVE # #B,TRUE,Fast Food,1
20201,VERMONT,1714 N VERMONT AVE,FALSE,Restaurant,90
20202,THE SIDEWALK GRILL,1727 N VERMONT AVE STE 102,FALSE,Restaurant,19
20203,PIZZA HUT #26165,7229 S FIGUEROA ST,TRUE,Pizza,27
20204,T & Y BAKERY,800 N ALAMEDA ST STE K-5,TRUE,Bakery,18
20205,TREJO TACOS,611 N VIRGIL AVE,FALSE,Fast Food,21
20206,LITTLE DOM'S,2128 N HILLHURST AVE,FALSE,Restaurant,35
20207,YAI'S ON VERMONT,1627 N VERMONT AVE,FALSE,Restaurant,81
20208,HOUSE OF PIES,1869 N VERMONT AVE,FALSE,Restaurant,63
20209,OSTIONERIA COLIMA #2,434 N ALVARADO ST,FALSE,Restaurant,46
20210,FORDS FILLING STATION,900 W OLYMPIC BLVD LBBY LOBBY,FALSE,Restaurant,192
20211,LOUISIANA FAMOUS FRIED CHICK,9914 S BROADWAY STE #A,TRUE,Restaurant,6
20212,POKEMOLE,530 S OCCIDENTAL BLVD,FALSE,Restaurant,10
20213,"PUBLIC HOUSE, BOLA, ELECTRIC LOTUS",1739 N VERMONT AVE,FALSE,Restaurant,118
20214,M'DEARS BAKERY & BISTRO,7717 S WESTERN AVE,TRUE,Bakery,22
20215,KURA REVOLVING SUSHI BAR,2130 SAWTELLE BLVD #111,FALSE,Bar,9
20216,BRU COFFEE BAR,1866 N VERMONT AVE,FALSE,Cafe,43
20217,OI ASIAN FUSION,4734 HOLLYWOOD BLVD,FALSE,Restaurant,5
20218,BURGER KING 2554,181 S VERMONT AVE,TRUE,Fast Food,144
20219,THE NAK GI,356 S WESTERN AVE # 203-4,FALSE,Restaurant,46
20220,CACAO COFFEE HOUSE,11609 W SANTA MONICA BLVD,FALSE,Cafe,4
20221,SUBWAY #47021,5065 HOLLYWOOD BLVD STE 102,TRUE,Fast Food,24
20222,WINDSOR DONUTS,5301 W SUNSET BLVD STE #11,FALSE,Fast Food,10
20223,KARIHANG-PINOY RESTAURANT,4909 SANTA MONICA BLVD,TRUE,Restaurant,27
20224,H K CHICKEN,124 N WESTERN AVE,FALSE,Restaurant,8
20225,LAS CABANAS DE SAN PEDRO,3713 W 3RD ST,FALSE,Restaurant,43
20226,PANADERIA SALVADORENA,4873 SANTA MONICA BLVD,TRUE,Restaurant,12
20227,SERVICE BAR @16TH PERCH,448 S HILL ST,FALSE,Bar,78
20228,TACOS LOS 3 POBLANOS,8511 S BROADWAY,FALSE,Fast Food,24
20229,BANGLA APNA BAZZAR,261 S KENMORE ST,FALSE,Restaurant,20
20230,LOUISIANA FRIED CHICKEN,1401 W MANCHESTER AVE,TRUE,Restaurant,15
20231,GREEN SPAN���S GRILLED CHEESE,7461 MELROSE AVE,FALSE,Restaurant,27
20232,EN SUSHI,1972 N HILLHURST AVE,TRUE,Restaurant,138
20233,TACOS EL GALLAZO INC.,8001 S CENTRAL AVE,FALSE,Fast Food,32
20234,KING DONUTS,177 W MANCHESTER AVE,TRUE,Fast Food,22
20235,TUMBY'S PIZZA,8326 S WESTERN AVE,TRUE,Pizza,14
20236,DRESDEN ROOM,1760 N VERMONT AVE,FALSE,Restaurant,112
20237,CAFE CON LECHE BAKERY AND CAFE,1506 E 1ST ST,TRUE,Bakery,1
20238,DOMINO'S PIZZA,5065 HOLLYWOOD BLVD STE 101,TRUE,Pizza,3
20239,GRACIE'S PIZZA,4330 MELROSE AVE,FALSE,Pizza,49
20240,PANADERIA SALVADORENA,2715 W 6TH ST,TRUE,Restaurant,4
20241,JIMMY JOHN'S,7059 W SUNSET BLVD,TRUE,Restaurant,1
20242,OASIS TKOS MEXICAN RESTAURANT,8120 AVALON BLVD,TRUE,Restaurant,20
20243,LOUISANA RED SEAFOOD,7800 S WESTERN AVE,TRUE,Restaurant,20
20244,BETTY'S DINER,2819 N BROADWAY,FALSE,Restaurant,48
20245,L���ASSIETTE STEAK FRITES,7166 MELROSE AVE,FALSE,Restaurant,42
20246,BOTTOM LINE,2066 W MANCHESTER AVE,FALSE,Restaurant,25
20247,EL SUPER,310 E FLORENCE AVE,FALSE,Restaurant,2
20248,LA PERGOLETTA,1802 HILLHURST AVE,FALSE,Restaurant,5
20249,ICE CREAM SHOP,1100 W FLORENCE AVE,FALSE,Restaurant,17
20250,BURGER KING #12312,304 W CENTURY BLVD,TRUE,Fast Food,109
20251,ZZAMONG,4255 W 3RD ST,FALSE,Restaurant,46
20252,AROCK,4251 W 3RD ST,TRUE,Restaurant,32
20253,LUCKY DONUTS,528 E MANCHESTER AVE,FALSE,Fast Food,4
20254,PROOF SUNDRY,2388 GLENDALE BLVD # A,FALSE,Restaurant,21
20255,MYUNG DONG NOODLE HOUSE,698 IROLO ST STE 105,FALSE,Restaurant,38
20256,RAFFALLOS PIZZA FOUNTAIN,4708 FOUNTAIN AVE,FALSE,Pizza,33
20257,TANO'S KITCHEN,203 N WESTERN AVE,FALSE,Restaurant,33
20258,H COFFEE HOUSE,1750 N HILLHURST AVE,FALSE,Cafe,33
20259,THE DRAWING ROOM,1800 N HILLHURST AVE,FALSE,Restaurant,42
20260,SEAFOOD EXPRESS LA,2122 BEVERLY BLVD,TRUE,Fast Food,13
20261,SUBWAY #23753,4206 BEVERLY BLVD,TRUE,Fast Food,27
20262,TACOS EL BRONCO,8001 S CENTRAL AVE,FALSE,Fast Food,34
20263,STARFISH SUSHI,1755 N VERMONT AVE,TRUE,Restaurant,31
20264,EL CHIPILIN,4170 BEVERLY BLVD,FALSE,Restaurant,34
20265,CONTINENTAL BAKERY,262 S NORMANDIE AVE,TRUE,Bakery,7
20266,BURGER KING #1346,1453 W MANCHESTER AVE,TRUE,Fast Food,72
20267,MELI'S ITALIAN ICE,4059 W 3RD ST,FALSE,Restaurant,1
20268,ROMA SPECIALTY PIZZA,3519 CENTINELA AVE,FALSE,Pizza,11
20269,KHAN SHABU SHABU,210 N WESTERN AVE STE #103,FALSE,Restaurant,133
20270,BANGLA BAZAR AND RESTAURANT,4205 1/2 W 3RD ST,TRUE,Restaurant,39
20271,LUNCH STOP @ HOA,500 W TEMPLE ST,FALSE,Restaurant,159
20272,DON LINOS,3525 W 3RD ST,FALSE,Restaurant,11
20273,HOME RESTAURANT,1760 N HILLHURST AVE,TRUE,Restaurant,40
20274,TACOS TU MADRE,1824 N VERMONT AVE,TRUE,Fast Food,22
20275,SHIBUCHO RESTAURANT,3114 W BEVERLY BLVD,TRUE,Restaurant,26
20276,OLIVE BISTRO TAKE-OUT/CATER,619 S OLIVE ST,FALSE,Restaurant,6
20277,FRED 62,1850 N VERMONT AVE,FALSE,Restaurant,31
20278,BRIX PIZZA,708 W FLORENCE AVE,FALSE,Pizza,29
20279,CAFE SUWARNIE,4057 W 3RD ST,FALSE,Restaurant,11
20280,NAK WON RICE BAKERY INC,205 N WESTERN AVE,TRUE,Bakery,9
20281,RICK'S PRODUCE MARKET,755 N VIRGIL AVE,FALSE,Restaurant,3
20282,PEET'S COFFEE AND TEA,11750 SAN VICENTE BLVD,TRUE,Cafe,18
20283,THE WAY FORWARD FOUNDATION,8728 S WESTERN AVE,TRUE,Restaurant,24
20284,WETZELS PRETZELS,800 N ALAMEDA ST,TRUE,Restaurant,4
20285,PATTAYA BAY THAI RESTAURANT,1727 N VERMONT AVE STE 103,TRUE,Restaurant,47
20286,CRISTINA'S BAKERY,3603 1/2 W 3RD ST,TRUE,Bakery,17
20287,FIGARO BISTROT,1802 N VERMONT AVE,FALSE,Restaurant,134
20288,KAVAR,4777 SANTA MONICA BLVD,FALSE,Restaurant,1
20289,PARIS BAGUETTE,125 N WESTERN AVE # 101,TRUE,Restaurant,11
20290,THE WAY FORWARD FOUNDATION,8120 S VERMONT AVE,TRUE,Restaurant,12
20291,NABI,4632 SANTA MONICA BLVD # 16-17,FALSE,Restaurant,4
20292,RESTAURANTE Y PUPUSERIA LA LIBERTAD,8101 S CENTRAL AVE,TRUE,Restaurant,17
20293,CATERING MAIN KITCHEN,555 W TEMPLE ST,TRUE,Restaurant,170
20294,BANCHAN A LA CARTE,141 N WESTERN AVE,FALSE,Restaurant,19
20295,ZANKOU CHICKEN,5065 W SUNSET BLVD,TRUE,Restaurant,67
20296,SAN MIGUEL RESTAURANT,103 S VERMONT AVE,TRUE,Restaurant,2
20297,YOSHINOYA #1230,4202 BEVERLY BLVD,TRUE,Restaurant,111
20298,THE BURGERIAN,5820 MELROSE AVE,FALSE,Fast Food,88
20299,L A ROSE CAFE,4749 FOUNTAIN AVE,FALSE,Restaurant,8
20300,BIRIYANI KABOB HOUSE,3525 W 3RD ST # 1,FALSE,Restaurant,4
20301,KELLY'S COFFEE,5701 S EASTERN AVE,FALSE,Cafe,13
20302,#1 DONUTS,8509 S FIGUEROA ST # 106,FALSE,Fast Food,25
20303,LITTLE CAESARS #5950,454 W FLORENCE AVE STE 104,TRUE,Restaurant,14
20304,IBARRA'S BAKERY,8215 1/2 S BROADWAY AVE,TRUE,Bar,18
20305,ORIENTAL HEALTH SOUP,4319 W 2ND ST,FALSE,Restaurant,17
20306,LOS BURRITOS,4929 W SUNSET BLVD,TRUE,Restaurant,102
20307,XOTIC CAFE,1707 N KENMORE AVE,FALSE,Restaurant,6
20308,CHINA EXPRESS,8522 S WESTERN AVE # B,TRUE,Fast Food,18
20309,RED STONE BISTRO,2635 WHITTIER BLVD,FALSE,Restaurant,18
20310,USA DONUTS,1841 W 6TH ST,FALSE,Fast Food,24
20311,ROCKWELL,1712 N VERMONT AVE,TRUE,Restaurant,76
20312,AURA THAI HOLLYWOOD,1415 N VERMONT AVE,FALSE,Restaurant,22
20313,MY HOUSE,4163 W 3RD ST,FALSE,Restaurant,45
20314,SARK DONG JUHGORI,4083 W 3RD ST,FALSE,Restaurant,68
20315,SABOR LATINOS,4908 FOUNTAIN AVE,FALSE,Restaurant,46
20316,AUTENTICO SABOR CASERO,7526 S HOOVER ST,FALSE,Restaurant,13
20317,H SALT ESQUIRE FISH & CHIPS,4732 HOLLYWOOD BLVD,FALSE,Restaurant,1
20318,TRIMANA GRILL,221 N FIGUEROA ST STE 190,TRUE,Restaurant,2
20319,WINCHELL'S DONUTS #9201,928 W FLORENCE AVE,FALSE,Fast Food,9
20320,LOUIS JUNIOR,601 E CENTURY BLVD,FALSE,Restaurant,10
20321,THE HELIO CAFE,710 N HELIOTROPE DR,FALSE,Restaurant,22
20322,CILANTRO FRESH MEXICAN GRILL,1234 WILSHIRE BLVD # 104,TRUE,Restaurant,8
20323,MAISON METRO,518 W 7TH ST,FALSE,Restaurant,105
20324,PIZZA KING,1855 W MANCHESTER AVE STE 108,TRUE,Pizza,15
20325,SCREENING ROOM,7065 1/2 SUNSET BLVD,FALSE,Restaurant,40
20326,JOHNNIE'S NEW YORK  PIZZERIA,11676 W OLYMPIC BLVD,FALSE,Restaurant,12
20327,SUSHI-GEN,422 E 2ND ST,FALSE,Restaurant,44
20328,THE BEL-AIR,662 N SEPULVEDA BLVD,FALSE,Restaurant,14
20329,AMALIA'S RESTAURANT,4210 BEVERLY BLVD,TRUE,Restaurant,64
20330,CALIFORNIA DINING METRO CAFE,1 GATEWAY PLZ FL 3RD F,FALSE,Restaurant,214
20331,HOLLYWOOD MAROUCH,4905 SANTA MONICA BLVD,FALSE,Restaurant,3
20332,HK MARKET DELI,124 N WESTERN AVE,TRUE,Restaurant,23
20333,JACK IN THE BOX #5312,7201 S WESTERN AVE,TRUE,Restaurant,35
20334,GOOD GREEK GRILL,1820 N VERMONT AVE,TRUE,Restaurant,15
20335,EL GAUCHO,425 W 8TH ST,FALSE,Restaurant,92
20336,SA GAE JUL,4315 W 2ND ST,FALSE,Restaurant,18
20337,PURE PLEASURE LOUNGE,1520 W MANCHESTER AVE,FALSE,Restaurant,35
20338,BUSHI BY JINYA,5168 WILSHIRE BLVD,FALSE,Restaurant,48
20339,ISABELLA SWEETS,706 1/2 FLORENCE AVE,FALSE,Restaurant,11
20340,WOOL UM MA RESTAURANT,124 N WESTERN AVE,TRUE,Restaurant,27
20341,2040 CAFE,2040 HILLHURST AVE,FALSE,Restaurant,23
20342,THE COFFEE BEAN & TEA LEAF,2081 HILLHURST AVE,TRUE,Cafe,38
20343,LA PROVENCE CAFE,400 WORLD WAY,FALSE,Restaurant,11
20344,IL CAPRICCIO ON VERMONT,1757 N VERMONT AVE,FALSE,Restaurant,45
20345,THE BUFFALO SPOT,3286 W SLAUSON AVE,FALSE,Restaurant,9
20346,PAPA JOHN'S PIZZA,720 VERMONT AVE N,TRUE,Pizza,2
20347,GOLDEN OX 2000,108 E FLORENCE AVE,FALSE,Restaurant,46
20348,PANADERIA SALVADORENA BAKERY,4873 SANTA MONICA BLVD,TRUE,Bakery,8
20349,KABAYO CHAM BADA,201 N WESTERN AVE,FALSE,Restaurant,42
20350,HOMEBOY BAKERY,130 W BRUNO ST,TRUE,Bakery,20
20351,CANO'S MEXICAN RESTAURANT,258 W MANCHESTER AVE,TRUE,Restaurant,3
20352,BIG MAMA'S AND PAPA'S PIZZER,2136 W COLORADO BLVD,TRUE,Restaurant,25
20353,TOM'S JR. EXPRESS,722 W FLORENCE AVE,FALSE,Fast Food,23
20354,TOM N TOMS COFFEE,125 N WESTERN AVE # #113,TRUE,Cafe,143
20355,IMPERIAL CHOPSTICKS,1549 N VERMONT AVE,FALSE,Restaurant,11
20356,SINALOA EXPRESS,5373 ALHAMBRA AVE,FALSE,Fast Food,10
20357,SIMPLY THAI,1850 N HILLHURST AVE,FALSE,Restaurant,48
20358,HOT HOT FOODS,654 HOOVER ST,TRUE,Restaurant,3
20359,JUICY WINGZ,6340 HOLLYWOOD BLVD,TRUE,Fast Food,10
20360,STAMP PROPER FOODS,4500 LOS FELIZ BLVD UNIT C,TRUE,Restaurant,31
20361,PUNCHBOWL,4645 MELBOURNE AVE,FALSE,Restaurant,22
20362,LA MARIPOSA BAR&RESTAURANT,9318 S BROADWAY,TRUE,Bar,27
20363,PERFECT DONUTS,1930 W 3RD ST,TRUE,Fast Food,2
20364,NOSHI SUSHI,4430 BEVERLY BLVD,FALSE,Restaurant,92
20365,SAEKDONG JUHGORI,4083 W 3RD ST,FALSE,Restaurant,135
20366,LUNCHSTOP SIDEWALK CAFE,210 W TEMPLE ST # 1FL,FALSE,Restaurant,205
20367,HANDI KABAB HOUSE,360 S ALVARADO ST # 1,FALSE,Restaurant,5
20368,PRONTO PIZZA,608 E MANCHESTER AVE,TRUE,Pizza,13
20369,BAMBOO HOUSE THAI RESTAURANT,4852 HOLLYWOOD BLVD,TRUE,Restaurant,46
20370,NISSI BAKERY,1900 BEVERLY BLVD # A,TRUE,Bakery,28
20371,BLUE WHALE,123 ASTRONAUT ELLISON ONIZUKA ST #301,FALSE,Restaurant,108
20372,ANGELES BAKERY,3661 W 3RD ST,TRUE,Bakery,13
20373,ELM TREE SANDWICH SHOP,5900 S EASTERN AVE STE #182,FALSE,Restaurant,15
20374,LEMPIRA RESTAURANT,4848 HOLLYWOOD BLVD,TRUE,Restaurant,16
20375,FOOD AND BOUNTY,400 WORLD WAY,TRUE,Restaurant,21
20376,KIM GARDEN EXPRESS,1549 N VERMONT AVE,FALSE,Fast Food,26
20377,RICHIE'S CAFE & GRILL,965 N VIGNES ST STE #6,FALSE,Restaurant,38
20378,BURGER KING #06023,7201 S FIGUEROA AVE,TRUE,Fast Food,81
20379,LUCY'S MEXICAN RESTAURANT,7313 S CENTRAL AVE,TRUE,Restaurant,6
20380,MARISCOS COLIMA RESTAURANT,4002 BEVERLY BLVD,TRUE,Restaurant,15
20381,ART'S CHILI DOG STAND,1410 W FLORENCE AVE,FALSE,Restaurant,17
20382,JINO'S PIZZA,8522 S WESTERN AVE # C,FALSE,Pizza,22
20383,DESERT ROSE,1700 HILLHURST AVE,FALSE,Restaurant,125
20384,SCOOPS,712 N HELIOTROPE DR,FALSE,Restaurant,22
20385,GOLDEN LOUISIAN FAMOUS FRIED,300 W FLORENCE AVE,FALSE,Restaurant,17
20386,MI JACALITO AZTECA,3100 N EASTERN AVE,FALSE,Restaurant,36
20387,O'WOKS,8657 W PICO BLVD,FALSE,Restaurant,106
20388,THE PALACE,2112 N HILLHURST AVE,FALSE,Restaurant,117
20389,JACK IN THE BOX #294,10307 S CENTRAL AVE,TRUE,Restaurant,11
20390,ARTS DISTRICT BREWING CO.,828 E TRACTION AVE,FALSE,Restaurant,38
20391,EL MARATIAL,1929 E GAGE AVE,FALSE,Restaurant,12
20392,WOODY'S BAR-B-QUE,1958 W FLORENCE AVE,FALSE,Bar,3
20393,BIANCA'S DELI,1307 N VERMONT AVE # #B,TRUE,Restaurant,26
20394,SPL. COFFEE,4059 W 3RD ST,FALSE,Cafe,13
20395,FAULTLINE BAR,4216 MELROSE AVE,FALSE,Bar,47
20396,WESTFIELD CEN. CITY SCULLERY,10250 SANTA MONICA BLVD # 1,FALSE,Restaurant,22
20397,JACOB���S MARKET,306 N LA BREA AVE,FALSE,Restaurant,27
20398,NANAY GLORIA BAKESHOP & RESTAURANT,2432 W TEMPLE ST,TRUE,Restaurant,3
20399,SAEK DONG LUHGORI,4083 W 3RD ST,FALSE,Restaurant,103
20400,"KIMS FISH MANNA WORLD, INC.",10004 AVALON BLVD,FALSE,Restaurant,13
20401,HO HO CHICKEN,2625 W 6TH ST,FALSE,Restaurant,17
20402,COOLEST SHAVE ICE,1012 N VERMONT AVE,FALSE,Restaurant,26
20403,TOSA EXPRESS,1906 N HILLHURST AVE,FALSE,Fast Food,22
20404,CANTER'S DELI,419 N FAIRFAX AVE,TRUE,Restaurant,15
20405,BEZIAN'S BAKERY,4715 SANTA MONICA BLVD,TRUE,Bakery,3
